NAME,DATA_TYPE,CATDESC,DEPEND_0,DEPEND_1,DEPEND_2,DEPEND_3,VAR_TYPE,RECORD_VARYING,DISPLAY_TYPE,VARIABLE_PURPOSE,FIELDNAM,FORMAT,LABLAXIS,UNITS,VALIDMIN,VALIDMAX,FILLVAL,LABL_PTR_1,LABL_PTR_2,LABL_PTR_3,UNIT_PTR,SCALE_TYP,SCAL_PTR,VAR_NOTES,TIME_BASE,TIME_SCALE,LEAP_SECONDS_INCLUDED,ABSOLUTE_ERROR,AVG_TYPE,BIN_LOCATION,DELTA_PLUS_VAR,DELTA_MINUS_VAR,DERIVN,DICT_KEY,MONOTON,SCALEMIN,SCALEMAX,REFERENCE_POSITION,RELATIVE_ERROR,RESOLUTION,SI_CONVERSION
halo_t_perpendicular_fit,CDF_REAL4,halo_t_perpendicular_fit,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Halo t perpendicular fit,F15.3,Halo T Perpendicular Fit,,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
core_temperature_phi_rtn_fit,CDF_REAL4,should match heritage,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Core temperature phi rtn fit,F15.3,Core Temperature Phi Rtn Fit,K,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
halo_temperature_phi_rtn_fit,CDF_REAL4,should match heritage,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Halo temperature phi rtn fit,F15.3,Halo Temperature Phi Rtn Fit,K,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
core_temperature_theta_rtn_fit,CDF_REAL4,should match heritage,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Core temperature theta rtn fit,F15.3,Core Temperature Theta Rtn Fit,K,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
halo_temperature_theta_rtn_fit,CDF_REAL4,should match heritage,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Halo temperature theta rtn fit,F15.3,Halo Temperature Theta Rtn Fit,K,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
core_speed_fit,CDF_REAL4,Core Speed Fit,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Core speed fit,F15.3,Core Speed Fit,,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
halo_speed_fit,CDF_REAL4,Halo Speed Fit,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Halo speed fit,F15.3,Halo Speed Fit,,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
core_velocity_vector_rtn_fit,CDF_REAL4,Core Velocity Vector Rtn Fit,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Core velocity vector rtn fit,F15.3,,,0,10000000000,-1.00E+31,rtn_label,,,,,,Analytically calculated from Maxwellian fit,,,,,,,,,,,,,,,,,
halo_velocity_vector_rtn_fit,CDF_REAL4,Halo Velocity Vector Rtn Fit,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Halo velocity vectory rtn fit,F15.3,,,0,10000000000,-1.00E+31,rtn_label,,,,,,,,,,,,,,,,,,,,,,,
core_density_integrated,CDF_REAL4,Density Halo/suprathermal Electrons (high Energy) Integrated,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Core Density Integrated,F15.3,Core Density Integrated,,0,10000000000,-1.00E+31,,,,,,,Numerically integrated,,,,,,,,,,,,,,,,,
halo_density_integrated,CDF_REAL4,Halo Density Integrated,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Halo Density Integrated,F15.3,Halo Density Integrated,,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
total_density_integrated,CDF_REAL4,Total Density Integrated,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Total Density Integrated,F15.3,Total Density Integrated,,0,10000000000,-1.00E+31,,,,,,,,,,,,,,,,,,,,,,,,
core_velocity_vector_rtn_integrated,CDF_REAL4,Core Velocity Vector Rtn Integrated,epoch,,,,data,RV,time_series,"PRIMARY_VAR,SUMMARY",Core Velocity Vector Rtn Integrated,F15.3,,,0,10000000000,-1.00E+31,rtn_label,,,,,,,,,,,,,,,,,,,,,,,
